Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Mason Molina","STL",0.0502,0.0709,0.0675,4.89321,0.1829,0.1739,0,0,,1,4.49,1.0237,0.583,0.54369,0.145889,0.5095,0.0043,0.0449,0.7273,6.5457,4.5855,1.42748,1.313,0.161982,0.113474,0.04850779473781586,0.260113,1.5332,0.286641,0.714998,0.395729,,5.24029,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Mason Molina","sa3025586",695766
"Nick Fraze",,0.0472,0.0722,0.0568,5.16348,0.2447,0.1607,0,0,,1,4.466,1.0965,0.6141,0.57372,0.156333,0.4057,0.006,0.0616,0.6639,5.9751,3.6513,1.63643,1.407,0.148657,0.0908419,0.05781460553407669,0.274214,1.5022,0.295793,0.692026,0.426014,,5.24157,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Nick Fraze","sa3010250",684946
"Odrisamer Despaigne",,0.0488,0.0725,0.0628,5.14458,0.1812,0.1742,0,0,,1,4.416,1.115,0.6098,0.57162,0.173333,0.3419,0.0042,0.0449,0.6532,5.8788,3.0771,1.9105,1.56,0.147917,0.077423,0.0704936534166336,0.27673,1.4569,0.294026,0.697642,0.398027,,5.24247,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Odrisamer Despaigne","16017",628333
"Gabriel Reyes","DET",0.0475,0.0731,0.0628,5.03685,0.2051,0.1691,0,0,,1,4.547,1.1057,0.6041,0.55965,0.128111,0.5044,0.005,0.0475,0.606,5.454,4.5396,1.20143,1.153,0.133275,0.11093,0.022344402968883514,0.276764,1.6101,0.299783,0.70313,0.467857,,5.24428,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Gabriel Reyes","sa3016833",694050
"Hayden Minton","DET",0.0462,0.0739,0.0584,5.17725,0.2241,0.1651,0,0,,1,4.485,1.1004,0.6158,0.57525,0.152778,0.4149,0.0055,0.0568,0.6421,5.7789,3.7341,1.5476,1.375,0.143166,0.0925084,0.0506577342748642,0.274188,1.5153,0.294437,0.691173,0.419338,,5.25215,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Hayden Minton","sa3023155",688354
"Jay Groome",,0.0488,0.0726,0.0643,5.09319,0.1754,0.1754,0,0,,1,4.498,1.0546,0.6051,0.56591,0.153111,0.4987,0.0041,0.0402,0.7426,6.6834,4.4883,1.48907,1.378,0.165096,0.110871,0.054224103689193726,0.266374,1.5533,0.294278,0.70817,0.399001,,5.25708,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jay Groome","sa917925",666130
"Nate Dohm","STL",0.0477,0.0735,0.063,5.1282,0.1829,0.1739,0,0,,1,4.49,1.0722,0.61,0.5698,0.151556,0.4699,0.0043,0.0424,0.6924,6.2316,4.2291,1.4735,1.364,0.154209,0.104655,0.04955456405878067,0.269553,1.5421,0.293784,0.700868,0.413695,,5.25746,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Nate Dohm","sa3030418",702296
"Brandon Clarke","BOS",0.0483,0.0731,0.0632,5.15025,0.1754,0.1754,0,0,,1,4.566,1.0531,0.6148,0.57225,0.134111,0.5726,0.0042,0.0602,0.7596,6.8364,5.1534,1.32658,1.207,0.16636,0.125405,0.04095487296581268,0.267746,1.6257,0.30235,0.703017,0.453534,,5.25778,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Brandon Clarke","sa3067144",700251
"Dalton Pence","TEX",0.0487,0.0697,0.0563,5.03325,0.2793,0.1533,0,0,,1,4.472,1.0391,0.5967,0.55925,0.161556,0.4773,0.007,0.0388,0.7614,6.8526,4.2957,1.59522,1.454,0.170259,0.106731,0.0635286197066307,0.262671,1.5164,0.289337,0.712823,0.375012,,5.26086,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Dalton Pence","sa3039663",701717
"Kyle Luckham","WSN",0.0448,0.0764,0.0627,5.11155,0.1886,0.1726,0,0,,1,4.411,1.1457,0.61,0.56795,0.158,0.3257,0.0044,0.0499,0.5265,4.7385,2.9313,1.61652,1.422,0.119361,0.0738381,0.04552255570888519,0.283912,1.4714,0.294757,0.68901,0.446848,,5.26294,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Kyle Luckham","sa3020378",680734
"Conner Loeprich",,0.0477,0.0737,0.0619,5.21613,0.1754,0.1754,0,0,,1,4.425,1.091,0.6164,0.57957,0.175667,0.3667,0.0041,0.0463,0.6973,6.2757,3.3003,1.90155,1.581,0.157582,0.0828701,0.0747118592262268,0.271934,1.4577,0.291597,0.694276,0.374001,,5.2632,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Conner Loeprich","sa3006986",681963
"Adam Oller","MIA",0.0449,0.0767,0.0623,5.19948,0.1754,0.1754,0,0,,1,4.439,1.0678,0.6142,0.57772,0.172667,0.4139,0.0033,0.0427,0.7432,6.6888,3.7251,1.7956,1.554,0.167425,0.0932417,0.0741833820939064,0.26813,1.4817,0.291904,0.699616,0.367424,,5.2632,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Adam Oller","20132",670124
"Mike Montgomery",,0.0542,0.0664,0.0634,5.04603,0.1952,0.1712,0,0,,1,4.452,1.0729,0.6007,0.56067,0.163222,0.436,0.0046,0.0478,0.7219,6.4971,3.924,1.65573,1.469,0.162152,0.0979335,0.06421831995248795,0.270374,1.5089,0.295055,0.709316,0.427991,,5.26463,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Mike Montgomery","4869",543557
"Tony Dibrell",,0.0468,0.0726,0.055,5.247,0.2505,0.1595,0,0,,1,4.437,1.087,0.6195,0.583,0.175333,0.3891,0.0061,0.0408,0.7197,6.4773,3.5019,1.84965,1.578,0.162204,0.0876944,0.07450979948043823,0.271269,1.4761,0.292946,0.696064,0.36801,,5.26477,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Tony Dibrell","sa3004657",675914
"Joe Elbis","ARI",0.048,0.0735,0.0588,5.37813,0.1754,0.1754,0,0,,1,4.488,1.1343,0.6381,0.59757,0.155444,0.4042,0.0041,0.0499,0.6258,5.6322,3.6378,1.54824,1.399,0.139439,0.0900624,0.049376122653484344,0.281192,1.5385,0.30094,0.681668,0.416593,,5.26661,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Joe Elbis","sa3015216",692544
"Jake Walters",,0.046,0.0697,0.0449,5.18976,0.3816,0.1316,0,0,,1,4.475,1.0775,0.6155,0.57664,0.159778,0.4327,0.0098,0.057,0.7073,6.3657,3.8943,1.63462,1.438,0.158056,0.0966927,0.06136313080787659,0.270369,1.5102,0.294309,0.695447,0.404005,,5.26675,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jake Walters","sa915852",669476
"Marcus Johnson","TBR",0.0471,0.0743,0.0616,5.23206,0.1754,0.1754,0,0,,1,4.378,1.161,0.6209,0.58134,0.185222,0.269,0.004,0.0375,0.5975,5.3775,2.421,2.22119,1.667,0.136478,0.0614436,0.07503427565097809,0.285153,1.43,0.296699,0.691132,0.418718,,5.26753,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Marcus Johnson","sa3020324",687189
"Manuel Rodriguez","MIL",0.0491,0.0723,0.0643,5.09238,0.1754,0.1754,0,0,,1,4.333,1.0822,0.5993,0.56582,0.2,0.2684,0.004,0.0421,0.6993,6.2937,2.4156,2.60544,1.8,0.161389,0.0619432,0.09944611042737961,0.269037,1.3506,0.282467,0.701756,0.334519,,5.26804,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Manuel Rodriguez","sa3019291",804973
"Shane Rademacher","SFG",0.0452,0.075,0.0577,5.20596,0.2257,0.1647,0,0,,1,4.416,1.1386,0.6174,0.57844,0.172556,0.3117,0.0054,0.033,0.572,5.148,2.8053,1.8351,1.553,0.129529,0.0705842,0.058944761753082275,0.279665,1.4503,0.290387,0.689075,0.392449,,5.26846,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Shane Rademacher","sa3023258",815780
"Shea Sprague","BOS",0.0462,0.0697,0.0465,5.18157,0.37,0.134,0,0,,1,4.545,1.1209,0.6199,0.57573,0.133556,0.498,0.0097,0.0506,0.6216,5.5944,4.482,1.24819,1.202,0.136766,0.109571,0.027194716036319733,0.280477,1.6189,0.304619,0.697664,0.4747,,5.27396,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Shea Sprague","sa3042868",801873
"Eccel Correa","BAL",0.0478,0.0693,0.049,5.21766,0.3272,0.1432,0,0,,1,4.471,1.1416,0.6227,0.57974,0.156111,0.3954,0.0083,0.0444,0.6031,5.4279,3.5586,1.52529,1.405,0.134892,0.0884366,0.04645494371652603,0.283191,1.537,0.30119,0.693469,0.462594,,5.27778,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Eccel Correa","sa3021019",808666
"Nic Swanson","HOU",0.0497,0.0703,0.0586,5.16051,0.2241,0.1651,0,0,,1,4.435,1.0737,0.6132,0.57339,0.165778,0.4213,0.0054,0.0403,0.6977,6.2793,3.7917,1.65606,1.492,0.157317,0.0949944,0.06232243776321411,0.270222,1.495,0.291944,0.698228,0.417161,,5.27965,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Nic Swanson","sa3017551",702462
"Ryan Magdic","ATH",0.0487,0.0703,0.0555,5.16321,0.2628,0.1568,0,0,,1,4.476,1.1224,0.6151,0.57369,0.153,0.4202,0.0066,0.0454,0.6205,5.5845,3.7818,1.47668,1.377,0.138628,0.0938785,0.04474978148937225,0.279872,1.5426,0.299484,0.698208,0.435356,,5.27994,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ryan Magdic","sa3036846",678163
"Enmanuel Pinales","SDP",0.0489,0.0713,0.0605,5.08995,0.2167,0.1667,0,0,,1,4.434,1.0698,0.6039,0.56555,0.168222,0.4126,0.0052,0.0386,0.6971,6.2739,3.7134,1.68953,1.514,0.157217,0.0930537,0.06416327506303787,0.268605,1.4824,0.289201,0.704554,0.395063,,5.28142,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Enmanuel Pinales","sa3018832",800215
"Masahiro Tanaka",,0.0471,0.0744,0.0611,5.25996,0.1754,0.1754,0,0,,1,4.444,1.1316,0.6236,0.58444,0.170111,0.3656,0.0041,0.0373,0.6368,5.7312,3.2904,1.74179,1.531,0.143294,0.0822682,0.06102610379457474,0.280023,1.4972,0.297289,0.69386,0.403997,,5.28168,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Masahiro Tanaka","15764",547888
"Duncan Snider",,0.0467,0.0739,0.0588,5.25573,0.2035,0.1695,0,0,,1,4.481,1.1048,0.6243,0.58397,0.158667,0.4287,0.0049,0.0454,0.6691,6.0219,3.8583,1.56077,1.428,0.149319,0.0956706,0.05364874005317688,0.275724,1.5335,0.297607,0.693322,0.420999,,5.2819,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Duncan Snider","sa3019695",805829
"Hyun-il Choi",,0.0474,0.0719,0.0562,5.15403,0.2521,0.1591,0,0,,1,4.421,1.1104,0.6116,0.57267,0.169111,0.3309,0.0061,0.0659,0.6209,5.5881,2.9781,1.8764,1.522,0.140443,0.0748473,0.06559601426124573,0.275931,1.4413,0.291043,0.688808,0.404989,,5.28218,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Hyun-il Choi","sa3009992",683425
"Deyni Olivero",,0.0469,0.0746,0.0572,5.46381,0.1754,0.1754,0,0,,1,4.5,1.1734,0.6491,0.60709,0.152889,0.3931,0.0041,0.0419,0.5706,5.1354,3.5379,1.45154,1.376,0.1268,0.0873556,0.0394444465637207,0.288659,1.5665,0.305404,0.678322,0.436219,,5.28649,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Deyni Olivero","sa917869",666007
"Ramsey David","HOU",0.0472,0.0669,0.0406,5.19012,0.4319,0.1209,0,0,,1,4.506,1.0507,0.6175,0.57668,0.151444,0.5101,0.0113,0.0552,0.7562,6.8058,4.5909,1.48245,1.363,0.167821,0.113205,0.05461607873439789,0.266628,1.5608,0.296485,0.699374,0.433223,,5.28741,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ramsey David","sa3025476",687062
"Jaime Arias",,0.0474,0.0676,0.0451,5.03442,0.4063,0.1263,0,0,,1,4.427,1.062,0.5952,0.55938,0.171333,0.3996,0.0103,0.0404,0.6964,6.2676,3.5964,1.74274,1.542,0.157307,0.0902643,0.06704314798116684,0.266366,1.4616,0.285537,0.709156,0.353987,,5.28967,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jaime Arias","sa3014789",671142
"Mike Minor",,0.0477,0.0737,0.0618,5.22297,0.1754,0.1754,0,0,,1,4.446,1.0947,0.6167,0.58033,0.177111,0.3745,0.0082,0.0475,0.7069,6.3621,3.3705,1.88758,1.594,0.158997,0.084233,0.07476383447647095,0.272043,1.4692,0.292227,0.698058,0.362003,,5.28978,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Mike Minor","10021",501985
"Norwith Gudiño",,0.0444,0.071,0.0416,5.40081,0.389,0.13,0,0,,1,4.46,1.1472,0.6397,0.60009,0.166889,0.3694,0.01,0.0411,0.623,5.607,3.3246,1.68652,1.502,0.139686,0.0828251,0.05686099827289581,0.283294,1.5166,0.300745,0.6835,0.412038,,5.29019,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Norwith Gudino","sa872808",660508
"Cole Peschl","MIN",0.0447,0.0743,0.0527,5.32692,0.2645,0.1565,0,0,,1,4.514,1.1339,0.6342,0.59188,0.148778,0.4429,0.0067,0.0444,0.6194,5.5746,3.9861,1.39851,1.339,0.137218,0.098117,0.03910057991743088,0.281595,1.5768,0.302322,0.688778,0.44591,,5.29235,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Cole Peschl","sa3039760",828497
"Lucas Gordon","CHW",0.0474,0.0741,0.0678,4.91157,0.1754,0.1754,0,0,,1,4.456,1.0299,0.5845,0.54573,0.159556,0.48,0.0041,0.0399,0.7373,6.6357,4.32,1.53604,1.436,0.165462,0.10772,0.057742372155189514,0.261655,1.5099,0.286369,0.719304,0.398445,,5.29446,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Lucas Gordon","sa3023036",690981
"Luis Cessa",,0.0458,0.0748,0.0578,5.2938,0.2068,0.1688,0,0,,1,4.447,1.1416,0.6298,0.5882,0.171444,0.3735,0.0042,0.0359,0.6479,5.8311,3.3615,1.73467,1.543,0.145694,0.0839892,0.06170451641082764,0.282742,1.5151,0.301454,0.694311,0.448009,,5.29631,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Luis Cessa","13345",570666
"Wilkel Hernandez",,0.0472,0.0711,0.0533,5.13918,0.2876,0.1516,0,0,,1,4.426,1.089,0.6094,0.57102,0.169333,0.3732,0.0071,0.0487,0.6524,5.8716,3.3588,1.74812,1.524,0.147402,0.0843199,0.06308179348707199,0.271971,1.4622,0.288988,0.696088,0.394975,,5.29737,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Wilkel Hernandez","sa918026",665859
"Danny Duffy",,0.0493,0.0717,0.0636,5.06781,0.1886,0.1726,0,0,,1,4.472,1.0045,0.5983,0.56309,0.165556,0.5093,0.0056,0.0395,0.8174,7.3566,4.5837,1.60495,1.49,0.182782,0.113886,0.06889533996582031,0.256041,1.5138,0.285332,0.714106,0.337999,,5.29896,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Danny Duffy","3542",518633
"Adrian Chaidez",,0.0471,0.0676,0.0413,5.26977,0.4113,0.1253,0,0,,1,4.459,1.0478,0.6219,0.58553,0.173889,0.4496,0.0106,0.0505,0.7982,7.1838,4.0464,1.77536,1.565,0.179009,0.10083,0.07817895710468292,0.264669,1.4974,0.29259,0.698191,0.370418,,5.29959,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Adrian Chaidez","sa3017417",686585
"Braeden Fausnaught","PHI",0.0478,0.0727,0.0623,5.04819,0.2068,0.1688,0,0,,1,4.42,1.0765,0.5989,0.56091,0.171222,0.3911,0.0049,0.04,0.6771,6.0939,3.5199,1.73127,1.541,0.15319,0.0884842,0.06470588594675064,0.269874,1.4676,0.288252,0.707474,0.388956,,5.30013,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Braeden Fausnaught","sa3020598",805634
"Zach King",,0.0472,0.0717,0.0554,5.14791,0.2661,0.1561,0,0,,1,4.516,1.0865,0.6126,0.57199,0.149111,0.4777,0.0067,0.0525,0.6813,6.1317,4.2993,1.42621,1.342,0.150864,0.105779,0.045084148645401,0.272593,1.5642,0.297076,0.702058,0.420009,,5.30158,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Zach King","sa3011592",669915
"Josh Randall","WSN",0.0439,0.0777,0.0621,5.20812,0.1754,0.1754,0,0,,1,4.437,1.1516,0.6209,0.57868,0.157556,0.3567,0.0041,0.0416,0.5364,4.8276,3.2103,1.50378,1.418,0.120893,0.0803922,0.04050034284591675,0.285141,1.5083,0.297196,0.689124,0.446846,,5.30546,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Josh Randall","sa3025585",695620
"Adam Serwinowski","LAD",0.055,0.0659,0.0656,4.99293,0.182,0.174,0,0,,1,4.464,1.0185,0.5934,0.55477,0.164667,0.4867,0.0043,0.0564,0.7986,7.1874,4.3803,1.64085,1.482,0.178898,0.109028,0.06987006962299347,0.259762,1.5052,0.288688,0.715324,0.407681,,5.3079,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Adam Serwinowski","sa3020626",703445
"Emmett Olson","MIA",0.0447,0.0762,0.0616,5.14404,0.1952,0.1712,0,0,,1,4.507,1.1144,0.6141,0.57156,0.143222,0.457,0.0047,0.0461,0.5976,5.3784,4.113,1.30766,1.289,0.132594,0.101398,0.03119591623544693,0.278329,1.5714,0.297626,0.698306,0.441274,,5.31113,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Emmett Olson","sa3023223",801207
"Braden Davis","STL",0.0491,0.0717,0.0645,4.97187,0.1985,0.1705,0,0,,1,4.571,0.9992,0.5934,0.55243,0.134111,0.6288,0.0049,0.0442,0.7924,7.1316,5.6592,1.26018,1.207,0.173354,0.137563,0.035790860652923584,0.256337,1.628,0.29113,0.71835,0.414712,,5.31278,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Braden Davis","sa3029886",801078
"Charles King","PHI",0.0461,0.0751,0.0603,5.23584,0.1895,0.1725,0,0,,1,4.416,1.1183,0.6209,0.58176,0.176778,0.3508,0.0044,0.0398,0.6458,5.8122,3.1572,1.84093,1.591,0.146241,0.0794384,0.06680253893136978,0.277811,1.4691,0.293966,0.694329,0.410952,,5.31345,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Charles King","sa3023436",666155
"Patrick Copen","LAD",0.054,0.0672,0.0647,5.07186,0.1754,0.1754,0,0,,1,4.529,1.0101,0.6058,0.56354,0.144667,0.5832,0.0041,0.0562,0.8097,7.2873,5.2488,1.38837,1.302,0.178781,0.12877,0.050011053681373596,0.259693,1.5933,0.294843,0.71004,0.458298,,5.3146,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Patrick Copen","sa3023283",814527
"Luke Sinnard","ATL",0.0494,0.0719,0.0591,5.36175,0.1754,0.1754,0,0,,1,4.498,1.0978,0.6352,0.59575,0.163111,0.4583,0.0041,0.0411,0.7195,6.4755,4.1247,1.56993,1.468,0.15996,0.10189,0.05807024985551834,0.274546,1.5561,0.299965,0.693582,0.406033,,5.31478,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Luke Sinnard","sa3042362",820827
"Sean Matson","CLE",0.0432,0.0696,0.0366,5.2326,0.4846,0.1096,0,0,,1,4.497,1.0776,0.6214,0.5814,0.157556,0.4719,0.0128,0.0447,0.7087,6.3783,4.2471,1.5018,1.418,0.157594,0.104937,0.05265733599662781,0.270727,1.5495,0.29544,0.698385,0.415471,,5.31576,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Sean Matson","sa3037314",822483
"Williander Moreno",,0.0454,0.0707,0.0454,5.26851,0.3651,0.1351,0,0,,1,4.442,1.1366,0.6247,0.58539,0.169556,0.3493,0.0093,0.0456,0.6038,5.4342,3.1437,1.7286,1.526,0.13593,0.0786358,0.05729401111602783,0.280843,1.4859,0.295394,0.689775,0.407,,5.31646,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Williander Moreno","sa3005698",678981
"Drake George","SFG",0.0436,0.0777,0.0581,5.36148,0.1886,0.1726,0,0,,1,4.532,1.1338,0.6384,0.59572,0.149556,0.4483,0.0045,0.0409,0.6152,5.5368,4.0347,1.3723,1.346,0.135746,0.0989188,0.03682701289653778,0.280449,1.5821,0.300254,0.687466,0.441565,,5.31656,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Drake George","sa3067033",825095
"Luke Lashutka","MIA",0.0425,0.0731,0.0432,5.28363,0.3923,0.1293,0,0,,1,4.503,1.0928,0.6273,0.58707,0.155444,0.4648,0.0102,0.0445,0.6829,6.1461,4.1832,1.46923,1.399,0.151654,0.10322,0.048434384167194366,0.273631,1.5576,0.297068,0.694265,0.415217,,5.31801,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Luke Lashutka","sa3025655",828518
"Chris Campos","LAD",0.0535,0.0671,0.0616,5.13225,0.1961,0.1711,0,0,,1,4.374,1.094,0.6078,0.57025,0.188111,0.3281,0.0045,0.0373,0.6792,6.1128,2.9529,2.0701,1.693,0.155281,0.0750114,0.08026976883411407,0.272913,1.4221,0.288381,0.702743,0.394754,,5.31838,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Chris Campos","sa3020396",702318
"Braylon Doughty","CLE",0.0448,0.0768,0.0613,5.25105,0.1754,0.1754,0,0,,1,4.509,1.1062,0.6264,0.58345,0.149778,0.4668,0.0041,0.0444,0.6471,5.8239,4.2012,1.38625,1.348,0.143513,0.103526,0.03998669236898422,0.276702,1.573,0.298796,0.694339,0.455773,,5.32165,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Braylon Doughty","sa3067030",815785
"Po-Yu Chen","PIT",0.0429,0.0783,0.0583,5.3163,0.1944,0.1714,0,0,,1,4.506,1.1194,0.6315,0.5907,0.152111,0.4254,0.0046,0.061,0.6247,5.6223,3.8286,1.4685,1.369,0.138637,0.0944075,0.04422992467880249,0.278485,1.5448,0.298289,0.685741,0.421598,,5.32238,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Po-Yu Chen","sa3014699",696040
"Carson Pierce","TOR",0.0468,0.068,0.0422,5.24853,0.4137,0.1247,0,0,,1,4.534,1.0987,0.6257,0.58317,0.148444,0.493,0.0109,0.0427,0.6742,6.0678,4.437,1.36755,1.336,0.148699,0.108734,0.0399647057056427,0.274792,1.5917,0.299231,0.698039,0.448203,,5.32361,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Carson Pierce","sa3023179",804544
"Michael Kennedy","CLE",0.0452,0.0735,0.0543,5.14746,0.2785,0.1535,0,0,,1,4.513,1.0857,0.6131,0.57194,0.149333,0.4793,0.007,0.0485,0.6676,6.0084,4.3137,1.39286,1.344,0.147928,0.106204,0.041723914444446564,0.272433,1.565,0.295545,0.702026,0.424489,,5.32467,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Michael Kennedy","sa3021728",702604
"Roman Angelo","ARI",0.0483,0.0731,0.0593,5.35446,0.1754,0.1754,0,0,,1,4.517,1.0754,0.6341,0.59494,0.154667,0.4757,0.0041,0.0608,0.7153,6.4377,4.2813,1.50368,1.392,0.158357,0.105313,0.053044065833091736,0.270167,1.5511,0.296005,0.687114,0.394903,,5.3247,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Roman Angelo","sa3022737",809109
